seed,gen,best,champChanged,champAge,sigma,baseline
1,13,1.0581,0,13,0.1777,
1,14,0.6420,0,9,0.1775,
1,14,0.7585,0,14,0.1775,
1,14,0.9766,0,11,0.1775,
1,14,1.0009,0,14,0.1775,
1,14,1.0222,0,14,0.1775,
1,15,0.5377,0,10,0.1773,0.6528
1,15,0.8937,0,15,0.1773,0.9653
1,15,0.9621,0,12,0.1773,0.8750
1,15,0.9816,0,15,0.1773,0.9861
1,15,1.0733,0,15,0.1773,0.9792
1,16,0.5575,0,11,0.1771,
1,16,0.8743,0,16,0.1771,
1,16,1.0003,0,13,0.1771,
1,16,1.0413,0,16,0.1771,
1,16,1.0069,0,16,0.1771,
1,17,0.6145,0,12,0.1770,
1,17,0.9012,0,17,0.1770,
1,17,0.9733,0,14,0.1770,
1,17,1.0353,0,17,0.1770,
1,17,1.0058,0,17,0.1770,
1,18,0.5421,0,13,0.1768,
1,18,0.8435,0,18,0.1768,
1,18,1.0431,1,0,0.1768,
1,18,0.9825,0,18,0.1768,
1,18,1.0094,0,18,0.1768,
1,19,0.5303,0,14,0.1766,
1,19,0.9684,0,19,0.1766,
1,19,0.9907,0,1,0.1766,
1,19,0.9797,0,19,0.1766,
1,19,1.0208,0,19,0.1766,
1,20,0.5483,0,15,0.1764,0.6736
1,20,0.8720,0,20,0.1764,0.9514
1,20,0.9832,0,2,0.1764,0.9444
1,20,0.9799,0,20,0.1764,0.9861
1,20,0.9733,0,20,0.1764,0.9861
1,21,0.5106,0,16,0.1763,
1,21,1.0295,0,21,0.1763,
1,21,0.9996,0,3,0.1763,
1,21,0.9625,0,21,0.1763,
1,21,1.0355,0,21,0.1763,
1,22,0.6745,0,17,0.1761,
1,22,0.9009,0,22,0.1761,
1,22,0.9841,0,4,0.1761,
1,22,1.0250,0,22,0.1761,
1,22,1.0267,0,22,0.1761,
1,23,0.5828,0,18,0.1759,
1,23,0.8280,0,23,0.1759,
1,23,1.0654,1,0,0.1759,
1,23,0.9525,0,23,0.1759,
1,23,1.0314,0,23,0.1759,
1,24,0.6055,0,19,0.1757,
1,24,0.8727,0,24,0.1757,
1,24,0.9905,0,1,0.1757,
1,24,0.9979,0,24,0.1757,
1,24,1.0478,0,24,0.1757,
1,25,0.7190,0,20,0.1756,0.6250
1,25,0.8679,0,25,0.1756,0.9236
1,25,0.9504,0,2,0.1756,0.9861
1,25,0.9944,0,25,0.1756,0.9583
1,25,0.9995,0,25,0.1756,0.9722
1,26,0.7955,1,0,0.1754,
1,26,0.9233,0,26,0.1754,
1,26,0.9468,0,3,0.1754,
1,26,1.0402,0,26,0.1754,
1,26,1.0404,0,26,0.1754,
1,27,0.6407,0,1,0.1752,
1,27,0.9108,0,27,0.1752,
1,27,0.9429,0,4,0.1752,
1,27,1.0220,0,27,0.1752,
1,27,1.0716,0,27,0.1752,
1,28,0.6533,0,2,0.1750,
1,28,0.9266,0,28,0.1750,
1,28,0.9463,0,5,0.1750,
1,28,1.0011,0,28,0.1750,
1,28,1.0649,0,28,0.1750,
1,29,0.7617,0,3,0.1749,
1,29,0.8169,0,29,0.1749,
1,29,0.9578,0,6,0.1749,
1,29,1.0520,0,29,0.1749,
1,29,1.0479,0,29,0.1749,
1,30,0.7201,0,4,0.1747,0.8056
1,30,0.8709,0,30,0.1747,0.9514
1,30,0.9913,0,7,0.1747,0.9861
1,30,1.0328,0,30,0.1747,0.9583
1,30,1.0479,0,30,0.1747,0.9722
1,31,0.7462,0,5,0.1745,
1,31,0.8321,0,31,0.1745,
1,31,0.9403,0,8,0.1745,
1,31,1.0179,0,31,0.1745,
1,31,0.9949,0,31,0.1745,
1,32,0.8158,1,0,0.1743,
1,32,0.8181,0,32,0.1743,
1,32,1.0319,0,9,0.1743,
1,32,1.0414,0,32,0.1743,
1,32,1.0652,0,32,0.1743,
1,33,0.7148,0,1,0.1742,
1,33,0.7920,0,33,0.1742,
1,33,1.0611,0,10,0.1742,
1,33,1.0589,0,33,0.1742,
1,33,1.0467,0,33,0.1742,
1,34,0.6824,0,2,0.1740,
1,34,0.8379,0,34,0.1740,
1,34,1.0490,0,11,0.1740,
1,34,1.0358,0,34,0.1740,
1,34,1.0262,0,34,0.1740,
1,35,0.6973,0,3,0.1738,0.7917
1,35,0.8551,0,35,0.1738,0.9653
1,35,1.0454,0,12,0.1738,0.9861
1,35,1.0582,0,35,0.1738,0.9722
1,35,1.0748,0,35,0.1738,0.9861
1,36,0.7146,0,4,0.1736,
1,36,0.8619,0,36,0.1736,
1,36,0.9658,0,13,0.1736,
1,36,0.9843,0,36,0.1736,
1,36,1.0493,0,36,0.1736,
1,37,0.7228,0,5,0.1735,
1,37,0.8824,0,37,0.1735,
1,37,1.0418,0,14,0.1735,
1,37,1.0384,0,37,0.1735,
1,37,1.0409,0,37,0.1735,
1,38,0.7178,0,6,0.1733,
1,38,0.8797,0,38,0.1733,
1,38,1.0591,0,15,0.1733,
1,38,1.0224,0,38,0.1733,
1,38,1.0589,0,38,0.1733,
1,39,0.6946,0,7,0.1731,
1,39,0.8571,0,39,0.1731,
1,39,1.0390,0,16,0.1731,
1,39,1.0306,0,39,0.1731,
1,39,0.9769,0,39,0.1731,
1,40,0.7090,0,8,0.1729,0.6944
1,40,0.8726,0,40,0.1729,0.9514
1,40,1.0216,0,17,0.1729,0.9861
1,40,1.0420,0,40,0.1729,0.9861
1,40,0.9651,0,40,0.1729,0.9722
1,41,0.7146,0,9,0.1728,
1,41,0.8224,0,41,0.1728,
1,41,1.0786,1,0,0.1728,
1,41,1.0372,0,41,0.1728,
1,41,1.0276,0,41,0.1728,
1,42,0.6637,0,10,0.1726,
1,42,0.8333,0,42,0.1726,
1,42,1.0753,0,1,0.1726,
1,42,1.0233,0,42,0.1726,
1,42,1.0037,0,42,0.1726,
1,43,0.6801,0,11,0.1724,
1,43,0.8450,0,43,0.1724,
1,43,1.0197,0,2,0.1724,
1,43,1.0036,0,43,0.1724,
1,43,0.9800,0,43,0.1724,
1,44,0.7002,0,12,0.1722,
1,44,0.8795,0,44,0.1722,
1,44,0.9871,0,3,0.1722,
1,44,1.0564,0,44,0.1722,
1,44,0.9578,0,44,0.1722,
1,45,0.7002,0,13,0.1721,0.7569
1,45,0.8339,0,45,0.1721,0.9514
1,45,1.0393,0,4,0.1721,0.9722
1,45,1.0193,0,45,0.1721,0.9861
1,45,0.9955,0,45,0.1721,0.9722
1,46,0.6261,0,14,0.1719,
1,46,0.8396,0,46,0.1719,
1,46,1.0255,0,5,0.1719,
1,46,1.0409,0,46,0.1719,
1,46,1.0003,0,46,0.1719,
1,47,0.7067,0,15,0.1717,
1,47,0.6803,0,47,0.1717,
1,47,1.0205,0,6,0.1717,
1,47,1.0172,0,47,0.1717,
1,47,1.0169,0,47,0.1717,
1,48,0.7113,0,16,0.1716,
1,48,0.7805,0,48,0.1716,
1,48,1.0068,0,7,0.1716,
1,48,1.0180,0,48,0.1716,
1,48,1.0006,0,48,0.1716,
1,49,0.7138,0,17,0.1714,
1,49,0.8302,0,49,0.1714,
1,49,1.0069,0,8,0.1714,
1,49,1.0387,0,49,0.1714,
1,49,0.9841,0,49,0.1714,
1,50,0.7702,0,18,0.1712,0.7778
1,50,0.8260,0,50,0.1712,0.9236
1,50,0.9762,0,9,0.1712,0.9306
1,50,1.0399,0,50,0.1712,0.9722
1,50,0.9922,0,50,0.1712,0.9722
1,51,0.7994,0,19,0.1710,
1,51,0.8128,0,51,0.1710,
1,51,1.0221,0,10,0.1710,
1,51,1.0014,0,51,0.1710,
1,51,1.0058,0,51,0.1710,
1,52,0.7542,0,20,0.1709,
1,52,0.8535,0,52,0.1709,
1,52,1.0191,0,11,0.1709,
1,52,0.9972,0,52,0.1709,
1,52,0.9973,0,52,0.1709,
1,53,0.7424,0,21,0.1707,
1,53,0.8817,0,53,0.1707,
1,53,1.0067,0,12,0.1707,
1,53,1.0337,0,53,0.1707,
1,53,1.0209,0,53,0.1707,
1,54,0.7815,0,22,0.1705,
1,54,0.8206,0,54,0.1705,
1,54,0.9992,0,13,0.1705,
1,54,1.0041,0,54,0.1705,
1,54,1.0157,0,54,0.1705,
1,55,0.7599,0,23,0.1704,0.7639
1,55,0.9047,0,55,0.1704,0.9514
1,55,1.0020,0,14,0.1704,0.9722
1,55,1.0289,0,55,0.1704,0.9722
1,55,1.0154,0,55,0.1704,0.9722
1,56,0.7272,0,24,0.1702,
1,56,0.7794,0,56,0.1702,
1,56,1.0105,0,15,0.1702,
1,56,0.9933,0,56,0.1702,
1,56,1.0167,0,56,0.1702,
1,57,0.7415,0,25,0.1700,
1,57,0.8131,0,57,0.1700,
1,57,1.0397,0,16,0.1700,
1,57,0.9797,0,57,0.1700,
1,57,1.0105,0,57,0.1700,
1,58,0.7340,0,26,0.1699,
1,58,0.8510,0,58,0.1699,
1,58,0.9993,0,17,0.1699,
1,58,1.0039,0,58,0.1699,
1,58,1.0455,0,58,0.1699,
1,59,0.7778,0,27,0.1697,
1,59,0.8426,0,59,0.1697,
1,59,1.0294,0,18,0.1697,
1,59,1.0339,0,59,0.1697,
1,59,0.9992,0,59,0.1697,
