seed,gen,best,champChanged,champAge,sigma,baseline
1,60,0.7860,0,28,0.1695,0.7500
1,60,0.8615,0,60,0.1695,0.9653
1,60,1.0272,0,19,0.1695,0.9444
1,60,0.9856,0,60,0.1695,1.0000
1,60,1.0044,0,60,0.1695,0.9722
1,61,0.7730,0,29,0.1693,
1,61,0.8558,0,61,0.1693,
1,61,1.0252,0,20,0.1693,
1,61,1.0283,0,61,0.1693,
1,61,1.0338,0,61,0.1693,
1,62,0.7443,0,30,0.1692,
1,62,0.9409,0,62,0.1692,
1,62,1.0285,0,21,0.1692,
1,62,1.0400,0,62,0.1692,
1,62,1.0214,0,62,0.1692,
1,63,0.7835,0,31,0.1690,
1,63,0.7482,0,63,0.1690,
1,63,0.9690,0,22,0.1690,
1,63,0.9098,0,63,0.1690,
1,63,1.0463,0,63,0.1690,
1,64,0.7434,0,32,0.1688,
1,64,0.8373,0,64,0.1688,
1,64,0.9941,0,23,0.1688,
1,64,0.8920,0,64,0.1688,
1,64,1.0346,0,64,0.1688,
1,65,0.7654,0,33,0.1687,0.7778
1,65,0.8341,0,65,0.1687,0.9514
1,65,0.9919,0,24,0.1687,0.9722
1,65,0.9022,0,65,0.1687,0.9722
1,65,1.0371,0,65,0.1687,0.9861
1,66,0.7319,0,34,0.1685,
1,66,0.8332,0,66,0.1685,
1,66,1.0148,0,25,0.1685,
1,66,0.9245,0,66,0.1685,
1,66,1.0461,0,66,0.1685,
1,67,0.7415,0,35,0.1683,
1,67,0.7240,0,67,0.1683,
1,67,0.8950,0,26,0.1683,
1,67,1.0181,0,67,0.1683,
1,67,1.0726,0,67,0.1683,
1,68,0.6915,0,36,0.1682,
1,68,0.8052,0,68,0.1682,
1,68,0.9527,0,27,0.1682,
1,68,1.0563,0,68,0.1682,
1,68,1.0451,0,68,0.1682,
1,69,0.7145,0,37,0.1680,
1,69,0.8029,0,69,0.1680,
1,69,0.9484,0,28,0.1680,
1,69,1.0532,0,69,0.1680,
1,69,1.0618,0,69,0.1680,
1,70,0.7804,0,38,0.1678,0.7500
1,70,0.8177,0,70,0.1678,0.9514
1,70,0.9564,0,29,0.1678,0.9861
1,70,1.0374,0,70,0.1678,0.9583
1,70,1.0657,0,70,0.1678,0.9861
1,71,0.7689,0,39,0.1677,
1,71,0.7907,0,71,0.1677,
1,71,1.0042,0,30,0.1677,
1,71,0.9952,0,71,0.1677,
1,71,1.0432,0,71,0.1677,
1,72,0.7899,0,40,0.1675,
1,72,0.8078,0,72,0.1675,
1,72,0.9729,0,31,0.1675,
1,72,1.0393,0,72,0.1675,
1,72,1.0703,0,72,0.1675,
1,73,0.8357,1,0,0.1673,
1,73,0.7764,0,73,0.1673,
1,73,1.0049,0,32,0.1673,
1,73,0.9457,0,73,0.1673,
1,73,1.0540,0,73,0.1673,
1,74,0.7807,0,1,0.1672,
1,74,0.7952,0,74,0.1672,
1,74,0.9777,0,33,0.1672,
1,74,0.9869,0,74,0.1672,
1,74,1.0513,0,74,0.1672,
1,75,0.6967,0,2,0.1670,0.8333
1,75,0.8954,0,75,0.1670,0.9514
1,75,0.9755,0,34,0.1670,0.9722
1,75,1.0362,0,75,0.1670,0.9722
1,75,1.0359,0,75,0.1670,0.9583
1,76,0.7011,0,3,0.1668,
1,76,0.7983,0,76,0.1668,
1,76,0.9446,0,35,0.1668,
1,76,1.0208,0,76,0.1668,
1,76,1.0557,0,76,0.1668,
1,77,0.6445,0,4,0.1667,
1,77,0.8171,0,77,0.1667,
1,77,1.0100,0,36,0.1667,
1,77,1.0350,0,77,0.1667,
1,77,1.0576,0,77,0.1667,
1,78,0.6758,0,5,0.1665,
1,78,0.7788,0,78,0.1665,
1,78,0.9576,0,37,0.1665,
1,78,1.0382,0,78,0.1665,
1,78,1.0719,0,78,0.1665,
1,79,0.6402,0,6,0.1663,
1,79,0.7922,0,79,0.1663,
1,79,0.9670,0,38,0.1663,
1,79,1.0011,0,79,0.1663,
1,79,1.0472,0,79,0.1663,

2,0,0.6166,1,0,0.1800,0.5556
2,0,0.9315,1,0,0.1800,0.8194
2,0,1.0388,1,0,0.1800,0.9792
2,0,1.0350,1,0,0.1800,0.9583
2,0,1.0763,1,0,0.1800,0.9861
2,1,0.5163,0,1,0.1798,
2,1,0.8593,0,1,0.1798,
2,1,0.9435,0,1,0.1798,
2,1,1.0062,0,1,0.1798,
2,1,0.9980,0,1,0.1798,
2,2,0.6467,1,0,0.1796,
2,2,0.8290,0,2,0.1796,
2,2,0.9498,0,2,0.1796,
2,2,0.9477,0,2,0.1796,
2,2,0.9999,0,2,0.1796,
2,3,0.5532,0,1,0.1795,
2,3,0.7535,0,3,0.1795,
2,3,0.9201,0,3,0.1795,
2,3,0.9277,0,3,0.1795,
2,3,1.0032,0,3,0.1795,
2,4,0.5298,0,2,0.1793,
2,4,0.7985,0,4,0.1793,
2,4,0.9248,0,4,0.1793,
2,4,0.9406,0,4,0.1793,
2,4,1.0111,0,4,0.1793,
2,5,0.5977,0,3,0.1791,0.6806
2,5,0.7769,0,5,0.1791,0.8472
2,5,0.9077,0,5,0.1791,0.9653
2,5,0.9240,0,5,0.1791,0.9444
2,5,1.0374,0,5,0.1791,0.9583
2,6,0.5128,0,4,0.1789,
2,6,0.7873,0,6,0.1789,
2,6,0.9015,0,6,0.1789,
2,6,0.9481,0,6,0.1789,
2,6,1.0054,0,6,0.1789,
2,7,0.6142,0,5,0.1787,
2,7,0.9291,0,7,0.1787,
2,7,0.9316,0,7,0.1787,
2,7,0.9187,0,7,0.1787,
2,7,1.0053,0,7,0.1787,
2,8,0.5718,0,6,0.1786,
2,8,0.8670,0,8,0.1786,
2,8,0.9397,0,8,0.1786,
2,8,0.9462,0,8,0.1786,
2,8,0.9763,0,8,0.1786,
2,9,0.5874,0,7,0.1784,
2,9,0.8106,0,9,0.1784,
2,9,0.8588,0,9,0.1784,
2,9,0.9968,0,9,0.1784,
2,9,1.0103,0,9,0.1784,
2,10,0.6202,0,8,0.1782,0.6181
2,10,0.8075,0,10,0.1782,0.8472
2,10,0.8608,0,10,0.1782,0.9514
2,10,0.9451,0,10,0.1782,0.9444
2,10,0.9934,0,10,0.1782,0.9861
2,11,0.6279,0,9,0.1780,
2,11,0.7643,0,11,0.1780,
2,11,0.8338,0,11,0.1780,
2,11,0.9486,0,11,0.1780,
2,11,1.0230,0,11,0.1780,
2,12,0.6235,0,10,0.1779,
2,12,0.7728,0,12,0.1779,
2,12,0.8812,0,12,0.1779,
2,12,0.9612,0,12,0.1779,
2,12,1.0224,0,12,0.1779,
2,13,0.5427,0,11,0.1777,
2,13,0.7713,0,13,0.1777,
2,13,0.8687,0,13,0.1777,
2,13,0.9881,0,13,0.1777,
2,13,1.0234,0,13,0.1777,
2,14,0.7191,1,0,0.1775,
2,14,0.8229,0,14,0.1775,
2,14,0.8689,0,14,0.1775,
2,14,0.9558,0,14,0.1775,
2,14,1.0571,0,14,0.1775,
2,15,0.6408,0,1,0.1773,0.6597
2,15,0.8371,0,15,0.1773,0.8472
2,15,0.8858,0,15,0.1773,0.9653
2,15,0.9674,0,15,0.1773,0.9306
2,15,1.0225,0,15,0.1773,0.9722
2,16,0.5914,0,2,0.1771,
2,16,0.8846,0,16,0.1771,
2,16,0.8865,0,16,0.1771,
2,16,0.9793,0,16,0.1771,
2,16,1.0207,0,16,0.1771,
2,17,0.5103,0,3,0.1770,
2,17,0.8476,0,17,0.1770,
2,17,0.8873,0,17,0.1770,
2,17,0.9479,0,17,0.1770,
2,17,1.0054,0,17,0.1770,
2,18,0.6369,0,4,0.1768,
2,18,0.9006,0,18,0.1768,
2,18,0.8786,0,18,0.1768,
2,18,0.9470,0,18,0.1768,
2,18,1.0397,0,18,0.1768,
2,19,0.6774,0,5,0.1766,
2,19,0.9052,0,19,0.1766,
2,19,0.8848,0,19,0.1766,
2,19,0.9680,0,19,0.1766,
2,19,1.0376,0,19,0.1766,
2,20,0.5878,0,6,0.1764,0.6319
2,20,0.9175,0,20,0.1764,0.8472
2,20,0.8851,0,20,0.1764,0.9653
2,20,0.9869,0,20,0.1764,0.9444
2,20,0.9821,0,20,0.1764,0.9861
2,21,0.6651,0,7,0.1763,
2,21,0.8314,0,21,0.1763,
2,21,0.8814,0,21,0.1763,
2,21,0.9871,0,21,0.1763,
2,21,1.0147,0,21,0.1763,
2,22,0.6212,0,8,0.1761,
2,22,0.8196,0,22,0.1761,
2,22,0.8858,0,22,0.1761,
2,22,0.9703,0,22,0.1761,
2,22,1.0046,0,22,0.1761,
2,23,0.6178,0,9,0.1759,
2,23,0.8699,0,23,0.1759,
2,23,0.8834,0,23,0.1759,
2,23,0.9564,0,23,0.1759,
2,23,1.0264,0,23,0.1759,
2,24,0.6077,0,10,0.1757,
2,24,0.8865,0,24,0.1757,
2,24,0.8802,0,24,0.1757,
2,24,1.0215,0,24,0.1757,
2,24,0.9982,0,24,0.1757,
2,25,0.5875,0,11,0.1756,0.6389
2,25,0.8856,0,25,0.1756,0.8333
2,25,0.9134,0,25,0.1756,0.9583
2,25,0.9627,0,25,0.1756,0.9167
2,25,1.0185,0,25,0.1756,0.9583
2,26,0.5824,0,12,0.1754,
2,26,0.8581,0,26,0.1754,
2,26,0.9013,0,26,0.1754,
2,26,0.9701,0,26,0.1754,
2,26,0.9818,0,26,0.1754,
2,27,0.6156,0,13,0.1752,
2,27,0.9033,0,27,0.1752,
2,27,0.8941,0,27,0.1752,
2,27,0.9702,0,27,0.1752,
2,27,1.0102,0,27,0.1752,
2,28,0.5850,0,14,0.1750,
2,28,0.9412,1,0,0.1750,
2,28,0.8965,0,28,0.1750,
2,28,1.0014,0,28,0.1750,
2,28,1.0397,0,28,0.1750,
2,29,0.5679,0,15,0.1749,
2,29,0.8672,0,1,0.1749,
2,29,0.8781,0,29,0.1749,
2,29,0.9675,0,29,0.1749,
2,29,1.0393,0,29,0.1749,
2,30,0.5776,0,16,0.1747,0.6111
2,30,0.8275,0,2,0.1747,0.8472
2,30,0.8821,0,30,0.1747,0.9514
2,30,0.9870,0,30,0.1747,0.9306
2,30,1.0398,0,30,0.1747,0.9861
2,31,0.6276,0,17,0.1745,
2,31,0.8482,0,3,0.1745,
2,31,0.8829,0,31,0.1745,
2,31,0.9479,0,31,0.1745,
2,31,1.0230,0,31,0.1745,
2,32,0.7103,0,18,0.1743,
2,32,0.8652,0,4,0.1743,
2,32,0.8826,0,32,0.1743,
2,32,0.9705,0,32,0.1743,
2,32,1.0401,0,32,0.1743,
2,33,0.5967,0,19,0.1742,
2,33,0.8605,0,5,0.1742,
2,33,0.8816,0,33,0.1742,
2,33,0.9305,0,33,0.1742,
2,33,1.0395,0,33,0.1742,
2,34,0.5507,0,20,0.1740,
2,34,0.8780,0,6,0.1740,
2,34,0.8982,0,34,0.1740,
2,34,0.9135,0,34,0.1740,
2,34,1.0400,0,34,0.1740,
2,35,0.5840,0,21,0.1738,0.6319
2,35,0.9210,0,7,0.1738,0.8542
2,35,0.9058,0,35,0.1738,0.8889
2,35,0.8952,0,35,0.1738,0.9306
2,35,1.0398,0,35,0.1738,0.9722
2,36,0.6970,0,22,0.1736,
2,36,0.9032,0,8,0.1736,
2,36,0.8693,0,36,0.1736,
2,36,0.9295,0,36,0.1736,
2,36,1.0111,0,36,0.1736,
2,37,0.5435,0,23,0.1735,
2,37,0.9541,1,0,0.1735,
2,37,0.8859,0,37,0.1735,
2,37,0.8891,0,37,0.1735,
2,37,1.0400,0,37,0.1735,
2,38,0.6469,0,24,0.1733,
2,38,0.9061,0,1,0.1733,
2,38,0.8806,0,38,0.1733,
2,38,0.8880,0,38,0.1733,
2,38,1.0403,0,38,0.1733,
2,39,0.5661,0,25,0.1731,
2,39,0.8621,0,2,0.1731,
2,39,0.8687,0,39,0.1731,
2,39,0.9126,0,39,0.1731,
2,39,1.0228,0,39,0.1731,
2,40,0.7111,0,26,0.1729,0.6736
2,40,0.8950,0,3,0.1729,0.8333
2,40,0.8826,0,40,0.1729,0.9028
2,40,0.9847,0,40,0.1729,0.9444
2,40,1.0395,0,40,0.1729,0.9444
2,41,0.6750,0,27,0.1728,
2,41,0.8863,0,4,0.1728,
2,41,0.8647,0,41,0.1728,
2,41,1.0030,0,41,0.1728,
2,41,1.0577,0,41,0.1728,
2,42,0.6608,0,28,0.1726,
2,42,0.9014,0,5,0.1726,
2,42,0.8807,0,42,0.1726,
2,42,1.0197,0,42,0.1726,
2,42,1.0402,0,42,0.1726,
2,43,0.6328,0,29,0.1724,
2,43,0.8491,0,6,0.1724,
2,43,0.8857,0,43,0.1724,
2,43,1.0001,0,43,0.1724,
2,43,1.0397,0,43,0.1724,
2,44,0.6364,0,30,0.1722,
2,44,0.8721,0,7,0.1722,
2,44,0.8861,0,44,0.1722,
2,44,1.0183,0,44,0.1722,
2,44,1.0578,0,44,0.1722,
2,45,0.7879,1,0,0.1721,0.7986
2,45,0.9509,0,8,0.1721,0.8125
2,45,0.8807,0,45,0.1721,0.8889
2,45,0.9757,0,45,0.1721,0.9306
2,45,1.0740,0,45,0.1721,0.9861
2,46,0.7994,1,0,0.1719,
2,46,0.8520,0,9,0.1719,
2,46,0.8644,0,46,0.1719,
2,46,0.9760,0,46,0.1719,
2,46,1.0562,0,46,0.1719,
2,47,0.7953,0,1,0.1717,
2,47,0.8287,0,10,0.1717,
2,47,0.8688,0,47,0.1717,
2,47,1.0291,0,47,0.1717,
2,47,1.0700,0,47,0.1717,
2,48,0.7590,0,2,0.1716,
2,48,0.8441,0,11,0.1716,
2,48,0.8809,0,48,0.1716,
2,48,1.0436,1,0,0.1716,
2,48,1.0728,0,48,0.1716,
2,49,0.8333,1,0,0.1714,
2,49,0.8324,0,12,0.1714,
2,49,0.8811,0,49,0.1714,
2,49,1.0702,1,0,0.1714,
2,49,1.0397,0,49,0.1714,
2,50,0.7504,0,1,0.1712,0.6458
2,50,0.8628,0,13,0.1712,0.7986
2,50,0.8807,0,50,0.1712,0.9514
2,50,0.9706,0,1,0.1712,0.9722
2,50,1.0232,0,50,0.1712,1.0000
2,51,0.7393,0,2,0.1710,
2,51,0.8821,0,14,0.1710,
2,51,0.9153,0,51,0.1710,
2,51,1.0352,0,2,0.1710,
2,51,1.0400,0,51,0.1710,
2,52,0.7942,0,3,0.1709,
2,52,0.8287,0,15,0.1709,
2,52,0.9152,0,52,0.1709,
2,52,1.0012,0,3,0.1709,
2,52,1.0581,0,52,0.1709,
2,53,0.7280,0,4,0.1707,
2,53,0.9011,0,16,0.1707,
2,53,0.9158,0,53,0.1707,
2,53,0.9815,0,4,0.1707,
2,53,1.0585,0,53,0.1707,
2,54,0.8487,1,0,0.1705,
2,54,0.9038,0,17,0.1705,
2,54,0.8992,0,54,0.1705,
2,54,1.0270,0,5,0.1705,
2,54,1.0396,0,54,0.1705,
2,55,0.7932,0,1,0.1704,0.9375
2,55,0.9493,0,18,0.1704,0.8125
2,55,0.8645,0,55,0.1704,0.9028
2,55,0.9964,0,6,0.1704,0.9583
2,55,1.0403,0,55,0.1704,0.9722
2,56,0.8003,0,2,0.1702,
2,56,0.9547,0,19,0.1702,
2,56,0.8806,0,56,0.1702,
2,56,1.0110,0,7,0.1702,
2,56,1.0228,0,56,0.1702,
2,57,0.7442,0,3,0.1700,
2,57,0.9098,0,20,0.1700,
2,57,0.9156,0,57,0.1700,
2,57,1.0024,0,8,0.1700,
2,57,1.0566,0,57,0.1700,
2,58,0.7116,0,4,0.1699,
2,58,1.0104,1,0,0.1699,
2,58,0.8641,0,58,0.1699,
2,58,0.9995,0,9,0.1699,
2,58,1.0396,0,58,0.1699,
2,59,0.7742,0,5,0.1697,
2,59,0.9067,0,1,0.1697,
2,59,0.8637,0,59,0.1697,
2,59,1.0196,0,10,0.1697,
2,59,1.0582,0,59,0.1697,
2,60,0.8985,1,0,0.1695,0.7708
2,60,0.9414,0,2,0.1695,0.8611
2,60,0.8807,0,60,0.1695,0.9653
2,60,1.0303,0,11,0.1695,1.0000
2,60,1.0393,0,60,0.1695,1.0000
2,61,0.7804,0,1,0.1693,
2,61,0.9578,0,3,0.1693,
2,61,0.8804,0,61,0.1693,
2,61,1.0721,1,0,0.1693,
2,61,1.0406,0,61,0.1693,
2,62,0.7585,0,2,0.1692,
2,62,0.9902,0,4,0.1692,
2,62,0.8440,0,62,0.1692,
2,62,1.0018,0,1,0.1692,
2,62,1.0245,0,62,0.1692,
2,63,0.8649,0,3,0.1690,
2,63,0.9047,0,5,0.1690,
2,63,0.8705,0,63,0.1690,
2,63,1.0546,0,2,0.1690,
2,63,1.0234,0,63,0.1690,
2,64,0.7327,0,4,0.1688,
2,64,0.9198,0,6,0.1688,
2,64,0.8534,0,64,0.1688,
2,64,1.0569,0,3,0.1688,
2,64,1.0228,0,64,0.1688,
2,65,0.8513,0,5,0.1687,0.8264
2,65,0.8392,0,7,0.1687,0.8333
2,65,0.8550,0,65,0.1687,0.9653
2,65,1.0552,0,4,0.1687,0.9861
2,65,1.0231,0,65,0.1687,0.9861
2,66,0.8841,0,6,0.1685,
2,66,0.9199,0,8,0.1685,
2,66,0.8553,0,66,0.1685,
2,66,1.0546,0,5,0.1685,
2,66,1.0232,0,66,0.1685,
2,67,0.8502,0,7,0.1683,
2,67,0.8833,0,9,0.1683,
2,67,0.8553,0,67,0.1683,
2,67,1.0552,0,6,0.1683,
2,67,1.0396,0,67,0.1683,
2,68,0.8584,0,8,0.1682,
2,68,0.9250,0,10,0.1682,
2,68,0.8791,0,68,0.1682,
2,68,1.0366,0,7,0.1682,
2,68,1.0390,0,68,0.1682,
2,69,0.9102,1,0,0.1680,
2,69,0.8657,0,11,0.1680,
2,69,0.8592,0,69,0.1680,
2,69,1.0551,0,8,0.1680,
2,69,1.0232,0,69,0.1680,
2,70,0.9186,1,0,0.1678,0.9236
2,70,0.8795,0,12,0.1678,0.8889
2,70,0.8803,0,70,0.1678,0.8889
2,70,1.0416,0,9,0.1678,0.9722
2,70,1.0397,0,70,0.1678,0.9583
2,71,1.0013,1,0,0.1677,
2,71,0.9049,0,13,0.1677,
2,71,0.8618,0,71,0.1677,
2,71,0.9851,0,10,0.1677,
2,71,1.0282,0,71,0.1677,
2,72,0.9353,0,1,0.1675,
2,72,0.9447,0,14,0.1675,
2,72,0.8804,0,72,0.1675,
2,72,1.0129,0,11,0.1675,
2,72,1.0397,0,72,0.1675,
2,73,0.8216,0,2,0.1673,
2,73,0.9945,0,15,0.1673,
2,73,0.8837,0,73,0.1673,
2,73,1.0290,0,12,0.1673,
2,73,1.0750,0,73,0.1673,
2,74,0.8410,0,3,0.1672,
2,74,0.9888,0,16,0.1672,
2,74,0.8641,0,74,0.1672,
2,74,1.0489,0,13,0.1672,
2,74,1.0228,0,74,0.1672,
2,75,0.8245,0,4,0.1670,0.9306
2,75,1.0214,1,0,0.1670,0.9583
2,75,0.8778,0,75,0.1670,0.9514
2,75,1.0534,0,14,0.1670,0.9722
2,75,1.0399,0,75,0.1670,0.9722
2,76,0.8758,0,5,0.1668,
2,76,1.0474,1,0,0.1668,
2,76,0.8637,0,76,0.1668,
2,76,1.0409,0,15,0.1668,
2,76,1.0401,0,76,0.1668,
2,77,0.7863,0,6,0.1667,
2,77,1.0371,0,1,0.1667,
2,77,0.8849,0,77,0.1667,
2,77,1.0629,0,16,0.1667,
2,77,1.0398,0,77,0.1667,
2,78,0.8260,0,7,0.1665,
2,78,0.9022,0,2,0.1665,
2,78,0.8835,0,78,0.1665,
2,78,1.0392,0,17,0.1665,
2,78,1.0233,0,78,0.1665,
2,79,0.8288,0,8,0.1663,
2,79,1.0058,0,3,0.1663,
2,79,0.8730,0,79,0.1663,
2,79,1.0729,0,18,0.1663,
2,79,1.0399,0,79,0.1663,

3,0,0.5939,1,0,0.1800,0.5694
3,0,0.9492,1,0,0.1800,0.9028
3,0,1.0348,1,0,0.1800,0.9792
3,0,1.0342,1,0,0.1800,0.9792
3,0,1.0471,1,0,0.1800,0.9722
3,1,0.5978,1,0,0.1798,
3,1,0.8584,0,1,0.1798,
3,1,0.9431,0,1,0.1798,
3,1,1.0315,0,1,0.1798,
3,1,0.9659,0,1,0.1798,
3,2,0.5840,0,1,0.1796,
3,2,0.7602,0,2,0.1796,
3,2,0.9948,0,2,0.1796,
3,2,1.0285,0,2,0.1796,
3,2,0.9635,0,2,0.1796,
3,3,0.6799,1,0,0.1795,
3,3,0.6953,0,3,0.1795,
3,3,1.0275,0,3,0.1795,
3,3,1.0162,0,3,0.1795,
3,3,0.9433,0,3,0.1795,
3,4,0.7147,1,0,0.1793,
3,4,0.8585,0,4,0.1793,
3,4,0.9976,0,4,0.1793,
3,4,0.9354,0,4,0.1793,
3,4,0.9613,0,4,0.1793,
3,5,0.5766,0,1,0.1791,0.6944
3,5,0.7757,0,5,0.1791,0.8472
3,5,0.9944,0,5,0.1791,0.9514
3,5,0.9939,0,5,0.1791,0.9444
3,5,0.9780,0,5,0.1791,0.9722
3,6,0.6915,0,2,0.1789,
3,6,0.8374,0,6,0.1789,
3,6,0.8997,0,6,0.1789,
3,6,0.9225,0,6,0.1789,
3,6,0.9269,0,6,0.1789,
3,7,0.6403,0,3,0.1787,
3,7,0.6927,0,7,0.1787,
3,7,0.9470,0,7,0.1787,
3,7,0.9366,0,7,0.1787,
3,7,0.9694,0,7,0.1787,
3,8,0.5889,0,4,0.1786,
3,8,0.7696,0,8,0.1786,
3,8,0.9115,0,8,0.1786,
3,8,0.9553,0,8,0.1786,
3,8,0.9395,0,8,0.1786,
3,9,0.6424,0,5,0.1784,
3,9,0.6612,0,9,0.1784,
3,9,0.9335,0,9,0.1784,
3,9,0.9910,0,9,0.1784,
3,9,0.9254,0,9,0.1784,
3,10,0.6618,0,6,0.1782,0.7153
3,10,0.6797,0,10,0.1782,0.8472
3,10,0.8850,0,10,0.1782,0.9583
3,10,0.8143,0,10,0.1782,0.9514
3,10,0.9853,0,10,0.1782,0.9722
3,11,0.6459,0,7,0.1780,
3,11,0.6523,0,11,0.1780,
3,11,0.8792,0,11,0.1780,
3,11,0.9270,0,11,0.1780,
3,11,0.9861,0,11,0.1780,
3,12,0.5823,0,8,0.1779,
3,12,0.7208,0,12,0.1779,
3,12,0.9373,0,12,0.1779,
3,12,0.9385,0,12,0.1779,
3,12,0.9704,0,12,0.1779,
3,13,0.5947,0,9,0.1777,
3,13,0.7424,0,13,0.1777,
3,13,0.9632,0,13,0.1777,
3,13,0.9552,0,13,0.1777,
3,13,0.9273,0,13,0.1777,
3,14,0.5661,0,10,0.1775,
3,14,0.6840,0,14,0.1775,
3,14,1.0128,0,14,0.1775,
3,14,0.9549,0,14,0.1775,
3,14,0.9356,0,14,0.1775,
3,15,0.5832,0,11,0.1773,0.6667
3,15,0.8431,0,15,0.1773,0.9306
3,15,1.0260,0,15,0.1773,0.9583
3,15,0.9189,0,15,0.1773,0.9653
3,15,0.9694,0,15,0.1773,0.9722
3,16,0.5894,0,12,0.1771,
3,16,0.6781,0,16,0.1771,
3,16,1.0310,0,16,0.1771,
3,16,0.9559,0,16,0.1771,
3,16,0.9526,0,16,0.1771,
3,17,0.5370,0,13,0.1770,
3,17,0.7143,0,17,0.1770,
3,17,1.0102,0,17,0.1770,
3,17,0.8967,0,17,0.1770,
3,17,0.9620,0,17,0.1770,
3,18,0.6895,0,14,0.1768,
3,18,0.6776,0,18,0.1768,
3,18,0.9261,0,18,0.1768,
3,18,0.8783,0,18,0.1768,
3,18,0.9698,0,18,0.1768,
3,19,0.6415,0,15,0.1766,
3,19,0.7378,0,19,0.1766,
3,19,0.9563,0,19,0.1766,
3,19,0.8640,0,19,0.1766,
3,19,0.9698,0,19,0.1766,
3,20,0.6828,0,16,0.1764,0.7222
3,20,0.8421,0,20,0.1764,0.8472
3,20,0.9687,0,20,0.1764,0.9583
3,20,0.9314,0,20,0.1764,0.9653
3,20,0.9869,0,20,0.1764,0.9861
3,21,0.6213,0,17,0.1763,
3,21,0.7889,0,21,0.1763,
3,21,0.9417,0,21,0.1763,
3,21,0.9561,0,21,0.1763,
3,21,0.9938,0,21,0.1763,
3,22,0.6683,0,18,0.1761,
3,22,0.8046,0,22,0.1761,
3,22,0.9242,0,22,0.1761,
3,22,0.9548,0,22,0.1761,
3,22,0.9715,0,22,0.1761,
3,23,0.6598,0,19,0.1759,
3,23,0.8189,0,23,0.1759,
3,23,0.9394,0,23,0.1759,
3,23,0.9553,0,23,0.1759,
3,23,0.9877,0,23,0.1759,
3,24,0.6646,0,20,0.1757,
3,24,0.8676,0,24,0.1757,
3,24,0.9282,0,24,0.1757,
3,24,0.9717,0,24,0.1757,
3,24,0.9932,0,24,0.1757,
3,25,0.6633,0,21,0.1756,0.6875
3,25,0.8469,0,25,0.1756,0.8333
3,25,0.9180,0,25,0.1756,0.9375
3,25,0.9548,0,25,0.1756,0.9444
3,25,0.9884,0,25,0.1756,0.9444
3,26,0.7343,1,0,0.1754,
3,26,0.8340,0,26,0.1754,
3,26,0.9419,0,26,0.1754,
3,26,0.8760,0,26,0.1754,
3,26,1.0051,0,26,0.1754,
3,27,0.7133,0,1,0.1752,
3,27,0.8451,0,27,0.1752,
3,27,1.0075,0,27,0.1752,
3,27,0.8852,0,27,0.1752,
3,27,0.9884,0,27,0.1752,
3,28,0.6961,0,2,0.1750,
3,28,0.8467,0,28,0.1750,
3,28,0.9515,0,28,0.1750,
3,28,0.9712,0,28,0.1750,
3,28,0.9788,0,28,0.1750,
3,29,0.6912,0,3,0.1749,
3,29,0.8589,0,29,0.1749,
3,29,0.9458,0,29,0.1749,
3,29,0.9533,0,29,0.1749,
3,29,1.0031,0,29,0.1749,
3,30,0.6851,0,4,0.1747,0.6250
3,30,0.7605,0,30,0.1747,0.8194
3,30,1.0216,0,30,0.1747,0.9514
3,30,0.9553,0,30,0.1747,0.9514
3,30,1.0084,0,30,0.1747,0.9861
3,31,0.7181,0,5,0.1745,
3,31,0.7427,0,31,0.1745,
3,31,1.0097,0,31,0.1745,
3,31,0.9564,0,31,0.1745,
3,31,1.0015,0,31,0.1745,
3,32,0.7311,0,6,0.1743,
3,32,0.8124,0,32,0.1743,
3,32,1.0079,0,32,0.1743,
3,32,1.0042,0,32,0.1743,
3,32,1.0041,0,32,0.1743,
3,33,0.7025,0,7,0.1742,
3,33,0.7961,0,33,0.1742,
3,33,1.0195,0,33,0.1742,
3,33,0.9175,0,33,0.1742,
3,33,0.9865,0,33,0.1742,
3,34,0.6554,0,8,0.1740,
3,34,0.8601,0,34,0.1740,
3,34,1.0517,1,0,0.1740,
3,34,0.8841,0,34,0.1740,
3,34,0.9871,0,34,0.1740,
3,35,0.6257,0,9,0.1738,0.6250
3,35,0.9231,0,35,0.1738,0.8472
3,35,0.9733,0,1,0.1738,0.9583
3,35,0.9034,0,35,0.1738,0.9653
3,35,0.9875,0,35,0.1738,0.9583
3,36,0.7155,0,10,0.1736,
3,36,0.9316,0,36,0.1736,
3,36,0.9498,0,2,0.1736,
3,36,0.8883,0,36,0.1736,
3,36,0.9708,0,36,0.1736,
3,37,0.6949,0,11,0.1735,
3,37,0.9247,0,37,0.1735,
3,37,0.9742,0,3,0.1735,
3,37,0.9319,0,37,0.1735,
3,37,0.9967,0,37,0.1735,
3,38,0.6754,0,12,0.1733,
3,38,0.9167,0,38,0.1733,
3,38,0.9363,0,4,0.1733,
3,38,0.9229,0,38,0.1733,
3,38,0.9856,0,38,0.1733,
3,39,0.7522,1,0,0.1731,
3,39,0.8266,0,39,0.1731,
3,39,0.9534,0,5,0.1731,
3,39,0.9207,0,39,0.1731,
3,39,0.9872,0,39,0.1731,
3,40,0.5916,0,1,0.1729,0.7222
3,40,0.9446,0,40,0.1729,0.8472
3,40,0.9703,0,6,0.1729,0.9722
3,40,0.9593,0,40,0.1729,0.9514
